title,release_date,popularity,original_language,overview,genre_ids,adult,poster_path
In Time,2011-10-27,9.9369,en,"Ambientada en una sociedad futura. El hallazgo de una fórmula contra el envejecimiento trae consigo no solo superpoblación, sino también la transformación del tiempo en moneda de cambio, que permite sufragar tanto lujos como necesidades. Los ricos pueden vivir para siempre, pero los demás tendrán que negociar cada minuto de vida, y los pobres mueren jóvenes. Después de conseguir, por casualidad, una inmensa cantidad de tiempo, Will Salas, un joven obrero, será perseguido por unos policías corruptos conocidos como ""los guardianes del tiempo"". En su huida, Will tomará como rehén a una joven de familia adinerada.","[28, 53, 878]",False,/2cX5gY6FFsJW6ZXi6PLB3zm0vHr.jpg
Wristcutters: A Love Story,2007-10-19,1.1809,en,"Los suicidas por amor vagan como almas perdidas por un mundo que no es el cielo ni el infierno. Es el caso de Zia (Patrick Fugit) y de muchos más, desde un ángel caído, a un bombero desesperado o un músico ruso y hasta un turista accidental. Este grupo de ultratumba viajará en busca de respuestas al fallo de sus vidas, en busca de la felicidad y redención que no hallaron en el pasado.","[35, 18, 14, 10749]",False,/qModiIR60IMLP28ruGZluQOtsOj.jpg
Yo soy Dolemite,2019-10-04,2.424,en,"Película basada en la vida del cómico Rudy Ray Moore, quien a menudo incluía en sus monólogos rimas bastante explícitas sobre distintos asuntos sexuales como las prostitutas, los proxenetas y los gigolós. Estas rimas las hacía siempre con ritmo y rapeando, lo que le valió el apodo de ""padrino del rap"", por el cual se le conoció hasta el fin de sus días. Moore llegó a lo más alto en los años 70, cuando sus grabaciones poco conocidas empezaron a hacerse populares entre la comunidad negra. El rapero aprovechó esos beneficios para hacer una película de gran éxito llamada Dolemite, centrada en un proxeneta con un harén de prostitutas expertas en el arte del kung-fu.","[18, 35, 36]",False,/lsK83brB3D5btXvFUrue0tYsYYq.jpg
Más fuerte que el destino,2017-09-22,2.3503,en,Una víctima de los atentados de la maratón de Boston ayuda a la policía a dar con los responsables mientras se recupera del trauma.,[18],False,/zutdNLxhaYVm1GMSfdqw85DYfMQ.jpg
Amor de calendario,2020-10-27,2.8249,en,"Sloane y Jackson odian las vacaciones, porque les obliga a pasar tiempo con sus respectivas familias y a tener que participar en comidas a las que no les apetece ir. Cuando ambos se conocen, deciden hacer todo lo posible por disfrutar de su tiempo libre de cualquier otra manera.","[35, 10749]",False,/zrrVDbl02FKuGoinanB0Y1aBr5W.jpg
Un amigo extraordinario,2019-09-07,2.6002,en,"Una historia en la cual la bondad triunfa sobre el cinismo, y está basada en la historia de una amistad de la vida real entre Fred Rogers y el periodista Tom Junod. Tom es un escritor de revista hastiado (Matthew Rhys, ganador del Emmy) que tiene el encargo de entrevistar a Fred Rogers, quien lo ayudará a superar su escepticismo, y le enseñará sobre la bondad, el amor y el perdón. Después de todo, Fred Rogers es el vecino más querido de Estados Unidos.","[36, 10751, 18]",False,/u4gf0iVi6J2l9FDH1w0V0qdLQ47.jpg
Las invisibles,2019-01-09,0.5161,fr,"Uno de los centros sociales más populares de Francia está a punto de cerrar, debido a recortes presupuestarios llevados a cabo por el ayuntamiento. Las responsables del mismo, que han cogido afecto a todas aquellas mujeres que se encuentran sin hogar y sin trabajo, tienen tan solo tres meses para conseguir que todas ellas se reintegren en la sociedad. La tarea no será sencilla: tan solo un 4% de este grupo es el que lo suele conseguir. Sin embargo, gracias al aplomo y entrega de las encargadas, ningún objetivo es imposible.","[35, 18]",False,/lHoUkgguie5YZe4h8juq6Zzk5Yz.jpg
Rams (El valle de los carneros),2015-05-28,1.1321,is,"En un remoto valle de Islandia, dos hermanos que no se hablan desde hace más de cuarenta años deberán unir fuerzas para salvar su bien más preciado: su rebaño de carneros.",[18],False,/wKGl5eCjYqyIk817qvjT92NO0DI.jpg
Bad Boys,1983-03-25,5.6317,en,"El problema de la delincuencia juvenil en EEUU a través de la historia de unos jóvenes que crecieron entre la miseria y el caos, pero será en la cárcel donde aprendan las reglas del juego. Las calles de Chicago son el escenario de la violencia que enfrenta a las bandas rivales y a la policía. Uno de los miembros más duros de la banda protagonista es Mick O'Brien, un joven que ya ha cumplido varias condenas. Mientras es perseguido por la policía, Mick mata accidentalmente al hermano pequeño de su implacable enemigo Paco. Ya en la cárcel, vive sumergido en un mundo dominado por el miedo y la intimidación, pero tendrá una oportunidad para escapar de la espiral de violencia y odio.","[80, 18, 53]",False,/gWBGGFdDCVwjnJ3QCghdEfD4A7T.jpg
El tren del infierno,1985-11-15,2.7716,en,"Manny, el recluso más duro de una remota cárcel de Alaska, elabora un audaz plan y consigue evadirse con su compañero Buck. En un tren de mercancías, Manny y Buck van camino de la libertad; pero, de repente, el maquinista sufre un infarto y muere. Entonces los dos fugitivos se sienten atrapados, solos y lanzados a toda velocidad hacia una muerte segura. Hasta que descubren a un tercer pasajero: una hermosa ferroviaria que está tan desesperada y decidida a salvarse como ellos.","[28, 53, 18, 12]",False,/5PFHKPqFmQP7WOcj0aoGYlu7WuB.jpg
Sunshine,2007-04-05,4.3921,en,"En el 2057, ante la inminente extinción de la humanidad a causa del envejecimiento del Sol, una nave espacial debe reactivar el astro con un dispositivo nuclear. Pero durante el viaje, la tripulación recibe una señal de socorro de la nave espacial Ícaro I, desaparecida años atrás tras intentar realizar la misma misión.","[878, 53]",False,/mHyxp18J0ARdq41XgWMxLy1TLOn.jpg
Si no despierto,2017-03-02,3.9306,en,"En principio el 12 de febrero es sólo otro día en la acomodada vida de la joven Sam, pero resulta que va a ser el último. Intentando revivir su último día durante un tiempo, Sam intentará desentrañar el misterio alrededor de su muerte... y descubrir todo lo que está en peligro de perder.","[18, 14]",False,/2dQqy44rwCv8yrqPar1mRA8lcbg.jpg
Five,2016-03-30,0.8338,fr,"Cinco amigos de la infancia siempre han soñado con vivir todos juntos. Cuando surge la oportunidad de compartir piso, Julia, Vadim, Nestor y Timothy no lo dudan ni un segundo, sobre todo cuando Samuel les propone pagar la mitad del alquiler. Apenas instalados, Samuel se encuentra con problemas económicos, pero decide no decir nada a los demás y asumir su parte empezando a vender marihuana. Pero no lo consigue, y cuando las cosas se ponen difíciles, Samuel no tiene más remedio que recurrir a la única familia que le queda: sus amigos. (FILMAFFINITY)",[35],False,/qs4tQK0gLpwNmz2gmCYZQ3RQSpr.jpg
Timbuktu,2014-12-10,0.8026,fr,"Año 2012, la ciudad maliense de Tombuctú ha caído en manos de extremistas religiosos. Kidane vive tranquilamente en las dunas con su esposa Satima, su hija Toya e Issam, un niño pastor de 12 años. Pero en la ciudad los habitantes padecen el régimen de terror impuesto por los yihadistas: prohibido escuchar música, reír, fumar e incluso jugar al fútbol. Las mujeres se han convertido en sombras que intentan resistir con dignidad. Cada día, unos tribunales islamistas improvisados lanzan sentencias tan absurdas como trágicas. El caos que reina en Tombuctú no parece afectar a Kidane hasta el día en que accidentalmente mata a Amadou, un pescador que ha acabado con la vida de su vaca favorita. Ahora debe enfrentarse a las leyes impuestas por los ocupantes extranjeros.","[18, 10752]",False,/69H5BN5aRub5DeLz1dtHT5Rmwdv.jpg
"Paulie, el loro bocazas",1998-04-17,2.5025,en,"Paulie, un loro capaz de imitar la voz humana, inicia un largo viaje para reencontrarse con su antigua dueña, Marie, tras ser separado de ella. En el camino descubrirá que su capacidad expresiva le puede traer más de un problema, aunque al mismo tiempo se cruzará con gran cantidad de amigos que están dispuestos a ayudarle.","[18, 35, 10751, 12]",False,/7JLVFxegDPj60fOAn8qUIReIqQz.jpg
Al final de la escalera,1980-03-28,2.3403,en,"Después de un trágico suceso, el compositor John Russell se traslada a Seattle para tratar de superarlo y construir una nueva y tranquila vida en una solitaria casona que ha estado deshabitada durante muchos años. Pero, poco después, la oscura historia de una mansión tan antigua y su propio pasado comienzan a perseguirlo.",[27],False,/qcn1zmcyjcSIgtq4EWgbAGf7c6J.jpg
Corazones y almas,1993-08-13,2.9177,en,"Cuatro personas, dos hombres y dos mujeres, mueren en un accidente de autobús, y sus almas se convierten en los amigos invisibles de un niño que nace en el mismo momento en que ellos mueren. Treinta años después, los cuatro personajes utilizarán el cuerpo de su amigo para resolver aquellas cosas que dejaron pendientes y que les permitirá hacer el viaje final.","[14, 35, 10749]",False,/6ZzWtwtTxRWxE8rDVQvRQre5UR5.jpg
Vidas rebeldes,1961-02-01,3.3374,en,"Una joven, que llega a Reno (Nevada) para divorciarse, conoce a un viejo vaquero y decide quedarse unos días en su cabaña. Poco después él descubre en las montañas una manada de caballos salvajes. Con la colaboración de un vaquero especialista en rodeos, decide capturarlos para vender la carne.","[18, 10749, 37]",False,/7UhAj0KDpUfSx0dRoI4KNRCF4a7.jpg
La última viajera del tiempo: Esmeralda,2016-07-07,2.011,de,"Los vigilantes, guiados por el conde de Saint Germain, se han esforzado para registrar en el Cronógrafo la sangre de los doce viajeros del tiempo y están a punto de alcanzar su objetivo: obtener la piedra filosofal. Última entrega basada en las novelas ""El amor a través del tiempo"" de Kerstin Gier.","[14, 28, 9648]",False,/4UjY6vuzz9qsXkaygpIjOWWBafC.jpg
La bella y la bestia,2017-03-16,16.7986,en,"Bella, una joven hermosa y brillante, asume el lugar de su padre como prisionero en el castillo de una bestia. Poco a poco, la valiente Bella irá dándose cuenta de que el príncipe bestia no es el malvado ser que todos creen que es y tiene, en realidad, un gran corazón.","[10751, 14, 10749]",False,/aGJkPbMixqD6j0OjbbGouSMbiZO.jpg
Los reyes del verano,2013-01-19,2.4282,en,"Tres jóvenes adolescentes: Joe (Nick Robinson), Patrick (Gabriel Basso) y el excéntrico Biaggio (Moises Arias). Una cabaña perdida en el bosque. La libertad. The Kings of Summer nos adentra en la fantasiosa historia de estos tres jóvenes infelices que hartos de la sobreprotección de sus padres deciden independizarse y empezar una vida salvaje sin adultos y al margen de la sociedad, según sus normas, según sus principios.","[35, 18]",False,/9Ynqr8gwUnLxp3YAroK9zE5fsmr.jpg
"Tetsuo, el hombre de hierro",1989-07-01,3.0984,ja,"El protagonista es un extraño hombre conocido como ”el fetichista de metales”, que tiene la insana costumbre de clavarse trozos de metal en el cuerpo. Un buen día, sufre un accidente de coche y choca contra otro hombre quien, a partir de ese momento, empezará a sufrir extraños síntomas en su propio cuerpo. Extrañas protuberancias metálicas surgen de su cara y extremidades. Mientras, el hombre fetichista, sueña con un mundo de metal en el cual todos sufrieran una mutación hasta conseguir una transformación total y absoluta. (FILMAFFINITY)","[27, 878]",False,/9yq5GdTSYPVmpBTICkCQCL6aQaw.jpg
Ronin,1998-09-25,5.7194,en,"Cuando un equipo internacional de ex-agentes de inteligencia y ex-guerreros de la guerra fría se reunen en una bodega, su aventura de amor, amistad y traición apenas comienza. Al igual que el honorable e independiente samurai de hace cientos de años, estos ronin modernos se embarcan en su más peligrosa misión secreta: recobrar una misteriosa maleta y entregársela a su desconocido jefe y a la vez conservar sus vidas. Un criminal que se vende al mejor postor lidera un grupo de profesionales del crimen que busca un misterioso maletín, cuyo contenido es desconocido incluso para el espectador.","[28, 53, 80]",False,/jPz0pJuEf44qVgSaZkER43W04Bg.jpg
La città proibita,2025-03-08,3.6797,it,"El hijo de un restaurador endeudado se une a una joven extranjera en busca de su hermana. Juntos, tendrán que luchar codo con codo contra los miembros más despiadados del hampa romana.","[28, 18, 10749]",False,/pOFKztoqEyvEYldr1dNxy2M1Oo5.jpg
Iron Lung,2026-01-30,17.2617,en,"En un futuro devastado por ""El Rapto Silencioso"", un prisionero navega un océano de sangre en una luna desolada usando un submarino llamado ""Iron Lung"" mientras busca estrellas y planetas perdidos.","[27, 9648, 878]",False,/tyRv8rmRxrAoHyjIKs7NEHeG7rJ.jpg
Personal Assistant,2020-06-10,2.3218,en,"Ambientada en la vibrante escena musical de Los Ángeles, cuenta la historia de Grace Davis, una superestrella cuyo talento y ego han alcanzado límites insospechados. Maggie es su asistente, una chica con más trabajo del que puede abarcar y en la que sigue latente su sueño de la infancia: convertirse en productora musical. Cuando el manager de Grace le ofrece una oportunidad que podría alterar el rumbo de su carrera, Maggie y Grace comienzan a urdir un complicado plan con el que están decididas a cambiar para siempre sus vidas.","[10749, 35, 10402, 18]",False,/oOWJ1Val1lK6WkYAgKjXolz7jQD.jpg
Big Eyes,2014-12-24,2.502,en,"'Big Eyes' está basada en el caso real de Margaret y Walter Keane. La historia gira alrededor del enorme éxito, durante los años 50 y 60 del siglo pasado, de las reproducciones de los cuadros de niños con grandes ojos, creados por ella pero firmados en su momento por su marido, Walter, supuestamente porque él tenía una gran facilidad para el marketing, consiguiendo así ampliar la popularidad de la obra de su esposa.",[18],False,/3TgU7hinG5xJfob5ygC1ZmCiseE.jpg
Toy Story Toons: Vacaciones en Hawái,2011-06-16,5.4783,en,"Ken no acaba de planear bien la logística de las vacaciones, por eso Woody y Buzz lideran al grupo de juguetes para darles a Ken y a Barbie esas deseadas vacaciones en Hawái.","[16, 10751, 35]",False,/zK0tA15d6Ltr1FK7sEXv9zIpzEJ.jpg
Un asesino algo especial,1997-04-11,2.0999,en,"Martin Blank es un asesino a sueldo. Enviado para un trabajo a un suburbio de Detroit, casualmente la reunión de antiguos alumnos de su instituto tendrá lugar allí. Tras su pista están un par de agentes federales, otro matón a sueldo que quiere liquidarlo y Grocer, un compañero de profesión que quiere que se una a su equipo y que no aceptará un no por respuesta. Martin, que últimamente anda decaído, decide acudir a la reunión de su antiguo colegio, y allí se reencuentra con su antiguo amor juvenil... (FILMAFFINITY)","[28, 35, 53, 10749]",False,/xWJNVYDsJEx58W5cCUPnz3SyMOc.jpg
R.A.F. Facción del ejército rojo,2008-09-25,1.5689,de,"Alemania, década de los 70: violentos atentados terroristas sacuden los cimientos de la todavía frágil democracia alemana. Los hijos radicalizados de la generación nazi, dirigidos por Andreas Baader (Moritz Bleibtreu), Ulrike Meinhof (Martina Gedeck) y Gudrun Ensslin (Johanna Wokalek) libran una guerra mortal contra lo que consideran el nuevo rostro del fascismo: el imperialismo americano respaldado por el gobierno alemán. Su objetivo es crear una sociedad más humana pero, al emplear medios inhumanos, no sólo provocan terror y muerte, sino que ellos mismos se vuelven inhumanos. El hombre encargado de darles caza, el jefe de la policía alemana Horst Herold (Bruno Ganz), en el fondo los comprende. Y, aunque triunfa en su implacable persecución de los jóvenes terroristas, sabe que no representan más que la punta del iceberg.","[28, 80, 18, 36, 53]",False,/jTXJ8NKJY1kRKqlBFvZX0DPlEHF.jpg
24 Hour Party People,2002-02-13,1.3471,en,"En 1976, Tony Wilson descubre que su verdadera vocación es la música. Funda un sello discográfico y se convierte en cazatalentos y promotor musical. Nace así la exitosa discográfica Factory Records de Manchester, de donde proceden grupos como Joy Division, New Order y Happy Mondays. Tony Wilson y sus amigos, tras asistir a un concierto de Sex Pistols, a finales de los años 70, elaboran un plan que cambia por completo el mundo de la música pop y convierte a Manchester en una ciudad famosa. Tras lanzar Factory Records, compran un local y ponen su propia discoteca (Hacienda), que se convierte en una de las más conocidas del mundo.","[35, 18, 10402]",False,/qypP64i3zjplHGod8wfYc1N9Rkc.jpg
Profesor Holland,1995-12-29,3.1544,en,"Glenn Holland (Richard Dreyfuss) ve como su trabajo actual como músico en fiestas privadas no da para mucho, mientras sueña con componer su gran obra. Cuando se decide a cambiar de trabajo y se convierte en profesor de una destartalada escuela, descubre su verdadera vocación; enseñar a los jóvenes a entender la vida a través de la música.","[18, 10402]",False,/kBmwWeSN3ajnYHZ3dSybEobxEPI.jpg
Paddleton,2019-02-01,1.1506,en,"Dos vecinos se convierten en amigos inseparables después de que a uno de ellos le diagnostiquen un cáncer terminal. Los dos ""colegas"", súbitamente confrontados con la realidad de la vida, deciden dejar de jugar a su juego favorito, llamado ""paddleton"", para embarcarse en una aventura tan física como espiritual. En ella no sólo se descubrirán mejor a sí mismos, sino también la importancia de compartir sus sentimientos, algo poco habitual en ellos, antes de que sea demasiado tarde.","[35, 18]",False,/gtssTSvNgY8132hPRtp1DbciYJ6.jpg
El reverendo,2018-05-18,2.2712,en,"El encuentro con un activista y su esposa embarazada (Amanda Seyfried) radicaliza la ideología de un pastor evangélico (Ethan Hawke), un antiguo capellán del ejército todavía marcado por la muerte de su hijo en Irak, que dirige una pequeña iglesia en el norte del estado de Nueva York.",[18],False,/vwGXSZAUPguB53fbgm53aUg2Zus.jpg
Hotel Transilvania,2012-09-20,12.3619,en,"Drácula regenta un hotel en el que se alojan personajes como Frankenstein, la Momia, el Hombre Invisible, hombres-lobo... El problema del conde es que tiene una hija de espíritu aventurero a la que le resulta difícil controlar. El conflicto surge cuando se aloja en el hotel un ser humano que se siente atraído por la hija del dueño.","[16, 35, 10751, 14]",False,/zvWlwBGQWuJ0wog65q1uS37BApC.jpg
Blue Valentine,2010-12-26,5.1673,en,"Dean y Cindy llevan juntos seis años, en los que ha florecido una apasionada historia de amor, han tenido una hija juntos y han decidido casarse. Ahora su amor empieza a desmoronarse: Cindy ha perdido interés por la relación, y en un intento por juntar las piezas y reconstruir lo que habían construido juntos, Dean propone ir a pasar la noche a un hotel temático, donde eligen la “habitación del futuro”. Desde este futuro, que Dean y Cindy difícilmente podían haber intuido años atrás, iremos conociendo la historia de esta pareja. Una historia que va desvelando el misterio de por qué incluso las relaciones más esperanzadoras e intensas pueden irse al traste, en un viaje emocional que hace que dos personas ya nunca vuelvan a ser las mismas.","[18, 10749]",False,/nYkl7wK3cvRFSvbcduSYNYfFUSw.jpg
Alicia ya no vive aquí,1974-12-09,1.596,en,"Alice Hyatt, casada con un repartidor y madre de un rebelde hijo de once años, lleva una vida mediocre en Socorro, Nuevo México. Un día, conversando con su confidente y vecina, recibe la noticia de que su marido ha fallecido en un accidente de tráfico. A partir de ese instante se plantea cambiar totalmente de vida y, tras vender sus escasas pertenencias, ella y su hijo se dirigen a Monterrey, California, su ciudad natal y el único lugar donde Alice cree que podrá hacer realidad el sueño de su vida: cantar.","[10749, 18]",False,/aHjiUmbMwiz0VoDfHtyj7lOnwKK.jpg
Mamma Mia! La película,2008-07-03,10.0994,en,"Versión cinematográfica del popular musical de ABBA. Una joven que ha crecido en una pequeña isla griega, ha sido educada por una madre rebelde y poco convencional, que siempre se ha negado a revelarle la identidad de su padre. Cuando, por fin, parece que la joven está a punto de saberlo, aparecen tres posibles candidatos.","[35, 10749]",False,/4QthG4HsSQ30Uit2CpOz6YRikX1.jpg
Carretera al Infierno,1986-01-17,3.7395,en,"Una noche de tormenta, el joven Jim, que transporta un coche de lujo desde Chicago a California para entregárselo a su dueño, sintiéndose cansado y somnoliento, recoge a un misterioso autoestopista aparecido de la nada, pensando que una buena conversación le ayudará a no quedarse dormido. Jim tendrá tiempo suficiente para lamentar profundamente haber tomado una decisión tan precipitada.","[27, 28, 53]",False,/yACSsglIakf7Qeb01iCyjXgS8Cn.jpg
Desmadre a la americana,1978-07-28,4.1713,en,"El Faber College es una Universidad privada de EE.UU, fundada a finales del siglo pasado por Emil Faber. Sin embargo, posee algunas características que la hacen diferente del resto, por su carácter especialmente clasista. Existen en su organización dos partes: la Casa Omega está integrada por estudiantes serios y estirados; los de la Casa Delta son todo lo contrario... Comedia que obtuvo un enorme éxito de taquilla en Estados Unidos; de hecho se mantuvo durante décadas como una de las películas más taquilleras.",[35],False,/uVdwQLsOAxfvOpXBQLaXWqAU1ch.jpg
"Yo, robot",2004-07-15,25.0751,en,"En el año 2035, los robots son unos dispositivos que usamos todos los días y en quienes confiamos, excepto un detective paranoico, investigando lo que solo él cree que es un crimen perpetrado por un robot. El caso lo lleva a descubrir algo aún peor que amenaza la raza humana.","[28, 878]",False,/u0tUxQQxrbKX3GIfsCYeHrrYPzV.jpg
Una razón brillante,2017-11-22,0.8878,fr,"Neïla Salah es una joven del extrarradio parisino que sueña con ser abogada. Se ha matriculado en la facultad de Derecho más importante de París, pero el primer día de clase Neïla tiene un enfrentamiento con Pierre Mazard, un profesor conocido por ser provocativo y por hablar fuera de tono. Para redimirse, el profesor propone a Neïla ayudarla a preparar una importante prueba a nivel nacional. Aunque cínico y exigente, Pierre sería la ayuda ideal que Neïla está necesitando... Pero para ello tendrán que empezar los dos por superar una serie de prejuicios.","[18, 35]",False,/jMOcxeErJppRf6qNm0Jw5yTtr9J.jpg
¡Voy a brillar!,2012-06-15,2.6382,en,"Basada en la historia de Cyrano de Bergerac, un tímido joven habla a través de otro con la chica que le gusta. Ella se enamora de sus palabras, sus letras y sus canciones.","[10751, 10402, 10770]",False,/5BthoAVQRCVQv2cwCG8sQfvwNCF.jpg
El mundo según Barney,2010-10-26,1.4649,en,"Basada en el best-seller homónimo del escritor canadiense Mordecai Richler. Barney Panofsky (Paul Giamatti), un viejo productor de televisión, aficionado a la bebida y fanático del hockey, lleva una vida bastante caótica. Se ha casado tres veces, tiene un padre extravagante (Dustin Hoffman) y un amigo encantador (Scott Speedman).","[35, 18]",False,/9qp7MnXKPFRlhteZ9YWvAGq11OU.jpg
Siempre a mi lado,2010-07-30,2.3683,en,"Charlie St. Cloud es un joven tan afectado por la muerte de su hermano menor, Sam, que acepta un trabajo como cuidador en el cementerio en el que el pequeño está enterrado. Charlie tiene un vínculo especial con su hermano, pues le puede ver, y cada noche se encuentra con él para hablar y jugar juntos. Pero sucede que un día una chica entra en la vida de Charlie, y este tendrá que elegir entre mantener una promesa que hizo a Sam o ir con la joven que ama.","[18, 10749]",False,/g4TAQ4mYvObkOvX5cBAZrDT3NmJ.jpg
22 contra la Tierra,2021-04-30,1.7646,en,"22 desafía las reglas de El Gran Origen y se niega a ir a la Tierra. Para conseguirlo recluta a una pandilla de cinco almas nuevas en su intento de rebelión. Sin embargo, los resultados de las actividades de su séquito son totalmente inesperados y paradójicamente, la trama subversiva de 22 acabará en una revelación sorprendente sobre el significado de la vida.","[10751, 35, 14, 16]",False,/2ytgYjDokdpkdRhbgdCVeWC7vJj.jpg
El beso de la mujer araña,1985-07-26,1.785,en,"En una prisión sudamericana, Molina (William Hurt) y Valentín (Raúl Julia), dos compañeros de celda, se cuentan sus respectivas historias. Molina es un homosexual encarcelado por seducir a un menor. Valentín es un revolucionario que no ha olvidado las torturas a las que ha sido sometido durante los interrogatorios.",[18],False,/rHFlpEb1XxCsz5kHE59q8UAdknv.jpg
Vestida para matar,1980-07-25,3.49,en,"Kate Miller es una atractiva mujer, insatisfecha sexualmente, a quien asesinan en un ascensor tras salir de su primera sesión con el psiquiatra Robert Elliott. Liz Blake, una joven prostituta, es testigo del crimen y decide intentar detener al culpable con la ayuda de Peter, el hijo de la víctima.","[53, 9648, 27]",False,/sQG4e8r3QeBH02qDoEotL5F6dCL.jpg
El escándalo de Larry Flynt,1996-12-25,3.1022,en,"En Estados Unidos, a principios de los años setenta, en plena revolución sexual, un empresario llamado Larry Flynt crea una cadena de establecimientos de strip-tease, que será la base de su gran imperio de revistas: Hustler fue, para muchos, una revista vulgar, sensacionalista y provocadora, pero convirtió a Flynt en el adalid de la primera enmienda de la Constitución americana.",[18],False,/3sNk94kGS5EdP49TowkT9dlkLzR.jpg
Criaturas celestiales,1994-09-12,2.5633,en,"Nueva Zelanda, mediados del siglo XX. La amistad entre dos compañeras de colegio adolescentes es tan intensa y estrecha que despierta el recelo de los padres de una de ellas. Las chicas crean un mundo imaginario y lleno de fantasía en el que se refugian para vivir de espaldas al resto del mundo. Basada en hechos reales.","[18, 14]",False,/sKuTsGjvagZdZATIu4tPkozKkN8.jpg
El retorno de los Thunderman,2024-03-07,3.0019,en,"Cuando comienzan una nueva era de lucha contra el crimen pero un salvamento sale mal, los Thundermans son enviados de vuelta a Hiddenville.","[10751, 878, 28, 35]",False,/u9F0QlZwwecGE9eHaaGKzx3pSS0.jpg
Dante's Inferno: La película,2010-02-09,1.7689,en,"¡Limbo, lujuria, gula, codicia, ira, herejía, violencia, estafa y traición! Éstos son los nueve circuitos del infierno que Dante Alighieri lanzó a la fama en su obra maestra El Infierno, la primera parte de La Divina Comedia. ""Dante´s Inferno"" te llevará a un viaje angustioso por el infierno, en el que Dante se enfrentará a las Fuerzas del Mal, matando a demonios y monstruos de una imaginación extraordinaria para salvar a su amada Beatrice de las garras de Lucifer, el amo del infierno. Basada en el videojuego del mismo nombre.","[28, 12, 16, 27]",False,/2edroO8zkbOeou1ZHsLZek3I5gY.jpg
Navidades negras,1974-10-11,1.9517,en,"Durante el descanso de Navidad, las chicas de una fraternidad se preparan para retornar con sus familias, pero antes deciden hacer una fiesta. Durante la misma, las jóvenes reciben llamadas extrañas de un acosador, quien hace sonidos escalofriantes y se oyen diferentes voces, así como frases obcenas. Posteriormente, una de las chicas desaparece.","[27, 9648, 80]",False,/ym0QcbrKNujzDyAU1IHGYUdRWub.jpg
El vuelo del navegante,1986-07-30,2.6411,en,"En 1978, una oscura noche, el pequeño David, un niño de 12 años que juega cerca de su casa buscando a su hermano Jeff, se da un golpe y queda inconsciente. Ocho años, o apenas un instante después, David despierta, vuelve a su casa y se da cuenta de que su familia se ha mudado, y que él ha sido dado por desaparecido.. o por muerto. Más tarde David empieza a ser perseguido por la NASA, que dice que ha sido abduccido.","[10751, 878, 12]",False,/zOe7nSR4HkxCUgpDaEf439NZY2c.jpg
Princesa por sorpresa,2001-08-03,9.2351,en,"La vida de Mia Thermopolis, una tímida adolescente que vive en San Francisco, da un vuelco cuando averigua que es la heredera del trono del diminuto principado europeo de Genovia. Su estricta y sabia abuela, la Reina Clarisse Renaldi, irrumpe entonces en su vida con la intención de prepararla para ser princesa, pero Mia no tiene la menor intención de dejar su vida para gobernar un país tan lejano. La reticente princesa se enfrenta al dilema más importante de su vida: seguir con su familia o aceptar sus responsabilidades como princesa.","[35, 10751, 10749]",False,/s4DYhsEnziYlJy91bbxv1ZhTJFG.jpg
Valkiria,2008-12-25,5.2718,en,"Cruise interpreta al coronel alemán Claus von Stauffenberg, un aristocrático oficial alemán que lideró el heroico intento de derrocar al régimen nazi y acabar con la guerra colocando una bomba en el bunker de Hitler en 1944. Gravemente herido en combate, el Coronel Claus von Stauffenberg vuelve de África para unirse a la resistencia alemana y ayuda a organizar la Operación Valkiria, el complejo plan para que un gobierno en la sombra reemplazara al de Hitler una vez que éste hubiera muerto. Pero el destino y las circunstancias conspiran para proyectar a Stauffenberg de uno de los muchos implicados en el complot a un papel central de doble filo. No sólo debe liderar el golpe y tomar el control del gobierno de su país... también debe matar al propio Hitler.","[18, 53, 10752]",False,/vlmkZQNlzx3g1Gjanb4pvWzyLSh.jpg
Mi lista de deseos,2025-03-27,3.2831,en,"Cuando su madre la envía a una misión para completar su lista de deseos de la adolescencia, una joven desvela secretos familiares, encuentra el amor... y se redescubre.","[10749, 35, 18]",False,/r6K6spYEWf7aDGsY4EdkScZW1Hl.jpg
Rebel Ridge,2024-08-27,6.5227,en,"Un exmarine se enfrenta a la corrupción en una pequeña ciudad cuando la policía local le confisca, de forma injusta, la bolsa de dinero que necesita para la fianza de su primo.","[80, 28, 53, 18]",False,/lH3uawGaDUEV6oJNc5No4n8IQPA.jpg
Serendipity,2001-10-05,5.9657,en,"Jonathan Tragar y Sara Thomas se conocen casualmente una navidad de compras por Nueva York. A pesar de que tienen pareja, ambos mantienen un romántico encuentro. Jonathan desea continuar con la relación, pero Sara no se atreve. Acuerdan darse los teléfonos en un billete -con el que pagan una compra- y un libro -que ella vende en una tienda de segunda mano-, y dejar pasar el tiempo para ver qué sucede. Diez años después...","[35, 10749]",False,/euonVqFSUIXlrCKe3mWvB5hvYkh.jpg
Troop Zero,2019-02-01,1.9189,en,"En la Georgia rural de 1977, una chica problemática (Mckenna Grace) sueña con vivir en el espacio exterior. Cuando una competición nacional le ofrece la posibilidad de ver su sueño cumplido, ésta se propone reclutar a un improvisado grupo de ""Birdie Scouts"", forjando una amistad que durará para toda la eternidad.","[35, 18, 10751]",False,/oEMkHQyfCXuZLP69UqAImW5Rbot.jpg
